;Excavation Siglum;"Excavation Numbers ""Cleared""";Excavation Numbers UTDB (+-RSTI);Excavation Numbers SAU;KTU3;SAU Biblio (not full!!);Script;Language;SAU Script;SAU Language;SAU Script et Language;SAU genre;RSTI object type;RSTI description;Archive/General area;SAU Archive/General area;Detail in General;SAU Detail in General;SAU findspot;possible relevant (religious) genres;"""Clemens 2001""";Clemens Type;Clemens Note;Seal;Size;Museal Siglum;SAU Museal Siglum;TEO findspot;Topographic Point;SAU p.t.;Depth;SAU Depth;Note
3034;RS;['24.651A', '24.652C', '24.652I'];['24.652I', '24.652C', '24.651A'];24.652C+24.651A+24.652K+24.652I+24.652G+24.651G;4.734;7.168|4.734;Alphabetic;Ugaritic;"Alphabetic;Alphabetic";Ugaritic;a-ug|a-;Rel?;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;religious?;SET TO FALSE;administrative;not religious, see McGeough 2011;;47 x 72 x 26;DO 6672;D -|D 6672;Sud Acropole, Cella aux Tablettes, p.t. 3771;;ib,|3771|ib.;;1.10?;
3035;RS;['24.652J'];['24.652J'];24.652J;9.411;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;19 x 14 x 21;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;;near 3771;;;
3036;RS;['24.652G', '24.652K'];['24.652K', '24.652G'];24.652C+24.651A+24.652K+24.652I+24.652G+24.651G;1.154;7.168|4.734;Alphabetic;Ugaritic;"Alphabetic;Alphabetic";Ugaritic;a-ug|a-;Rel?;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;uncertain;;;;;52 x 32 x 22;Damas s.n.;D -|D 6672;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;ib,|3771|ib.;;1.10?;
3037;RS;['24.652L'];['24.652L'];24.652L;7.169;7.169;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;14 x 23 x 14;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3038;RS;['24.652M'];['24.652M'];24.652M;7.170;7.170;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;20 x 22 x 10;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3039;RS;['24.652N'];['24.652N'];24.652N;7.171;7.171;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;19 x 19 x 11;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3040;RS;['24.652O'];['24.652O'];24.652O;7.172;7.172;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;22 x 20 x 13;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3041;RS;['24.652P'];['24.652P'];24.652P;7.173;7.173;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;11 x 24 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3042;RS;['24.652Q'];['24.652Q'];24.652Q;7.174;7.174;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;16 x 6 x 6;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3043;RS;['24.652R'];['24.652R'];24.652R;7.175;7.175;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;11 x 14 x 9;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3044;RS;['24.653A'];['24.653A'];24.653A;1.181;7.176;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;religious;;;;;68 x 91 x 36;DO 6673;D 6673;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;1.25;
3045;RS;['24.653B'];['24.653B'];24.653B;7.177;7.177;Alphabetic;Ugaritic;Alphabetic;Ugaritic?;a-ug?;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;PROBABLY FALSE;;no sufficient basis;;44 x 46 x 21;DO 6674;D 6674;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3046;RS;['24.653C'];['24.653C'];24.653C;7.178;7.178;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;32 x 28 x 24;DO 6675;D 6675;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3047;RS;['24.653D'];['24.653D'];24.653D;7.179;7.179;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;23 x 21 x 17;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3048;RS;['24.653E'];['24.653E'];24.653E;7.180;7.180;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;27 x 22 x 31;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3049;RS;['24.653F'];['24.653F'];24.653F;7.181;7.181;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;26 x 25 x 20;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3050;RS;['24.653G'];['24.653G'];24.653G;7.182;7.182;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;28 x 26 x 10;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3051;RS;['24.653H'];['24.653H'];24.653H;7.183;7.183;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;16 x 20 x 18;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3052;RS;['24.653I'];['24.653I'];24.653I;8.15;8.15;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;10 x 12 x 9;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;;3771;;;
3053;RS;['24.654'];['24.654'];24.654;1.155;1.155;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;D,liv;Model;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;omen (liver);;;;;34 x 44 x 25;DO 6676;D 6676;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;1.00;
3054;RS;['24.655A'];['24.655A'];24.655A;7.184;7.184;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;66 x 50 x 41;DO 6677;D 6677;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3055;RS;['24.655B'];['24.655B'];24.655B;7.185;7.185;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;51 x 43 x 23;DO 6678;D 6678;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3056;RS;['24.655C'];['24.655C'];24.655C;4.737;4.737;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;28 x 31 x 27;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3057;RS;['24.655D'];['24.655D'];24.655D;7.186;7.186;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;24 x 16 x 25;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3058;RS;['24.655E'];['24.655E'];24.655E;7.187;7.187;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;27 x 17 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3059;RS;['24.655F'];['24.655F'];24.655F;7.188;7.188;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;28 x 15 x 17;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3060;RS;['24.655G'];['24.655G'];24.655G;7.189;7.189;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;22 x 37 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3061;RS;['24.655H'];['24.655H'];24.655H;7.190;7.190;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;18 x 32 x 17;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3062;RS;['24.655I'];['24.655I'];24.655I;7.191;7.191;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;28 x 22 x 18;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3063;RS;['24.655K'];['24.655K'];24.655K;7.192;7.192;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;30 x 23 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3064;RS;['24.655L'];['24.655L'];24.655L;7.193;7.193;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;24 x 24 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3065;RS;['24.655M'];['24.655M'];24.655M;7.194;7.194;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;28 x 14 x 20;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3066;RS;['24.655N'];['24.655N'];24.655N;7.195;7.195;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;10 x 15 x 10;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3067;RS;['24.655O'];['24.655O'];;7.196;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;;;;;;;;;;10 x 8 x 12;Damas s.n.;;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;;1;;
3068;RS;['24.656'];['24.656'];24.656;1.156;1.156;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel?;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;ritual?;;;;;39 x 58 x 23;DO 6679;D 6679;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3069;RS;['24.657'];['24.657'];24.657;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;Le;Tablet;Tablet, Logosyllabic Akkadian;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;UNCERTAIN;Letter;not edited, therefore uncertain, findspot may indicate its importance;;61 x 43 x 25;DO 6680;D 6680;Sud Acropole, Cella aux Tablettes, p.t. 3760 ? 1,0;3760;3760;1;;
3070;RS;['23.489', '24.658', '24.659', '22.410', '23.742'];['24.659', '22.410', '24.658', '23.489', '23.[742]'];22.410+23.489+24.658+24.659;;(1960!);Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;Hh 14-;Tablet;Tablet, Logosyllabic Akkadian;House of the Literary Tablets;South City;;;W of MT1|NW of MT|MT15;;;;;;193 x 160 x 39;DO 5831 + 6128 + 6681;D 6128|D 6681|D 5831|D 6881;Ville Sud, Maison aux Textes Littéraires, p.t. 2573 ? 1,40 | au S de la Maison aux Textes Littéraires, p.t. 2900 ? 0,45;;2900|2927|3064|ib.;;0.75|0.45;
3071;RS;['24.660A', '20.571A', '18.571A'];['24.660A', '18.[571A]'];24.660A=20.571A;4.738;4.738;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;49 x 52 x 33;DO 6682;D 6682;Palais Royal, cour V (four), p.t. 1331;;1331;;2.90;
3072;RS;['20.571B', '24.660B', '18.571B'];['24.660B', '18.[571B]'];24.660B=20.571B;4.739;4.739;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;60 x 65 x 28;DO 6683;D 6683;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3073;RS;['24.660C', '18.571C', '20.571C'];['24.660C', '18.[571C]'];24.660C=20.571C;5.30;7.197;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;49 x 57 x 23;DO 6684;D 6684;Palais Royal, cour V (four), p.t. 1331;1331;1331;;;
3074;RS;['18.571D', '24.660D', '20.571D'];['24.660D', '18.[571D]'];24.660D=20.571D;7.198;7.198;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;60 x 52 x 32;Damas s.n.;D -;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3075;RS;['24.660E', '18.571E', '20.571E'];['24.660E', '18.[571E]'];24.660E=20.571E;4.740;4.740;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;27 x 42 x 10;Damas s.n.;D -;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3076;RS;['24.660F', '20.571F', '18.571F'];['24.660F', '18.[571F]'];24.660F=20.571F;4.741;4.741;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;28 x 53 x 21;Damas s.n.;D -;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3077;RS;['24.660G', '18.571G', '20.571G'];['24.660G', '18.[571G]'];24.660G=20.571G;2.69;2.69;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;38 x 48 x 24;DO 6685;D 6685;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3078;RS;['18.571H', '20.571H', '24.660H'];['24.660H', '18.[571H]'];24.660H=20.571H;7.199;7.199;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;11 x 20 x 7;Damas s.n.;D -;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3079;RS;['20.571I', '24.660I', '18.571I'];['24.660I', '18.[571I]'];24.660I=20.571I;7.200;7.200;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southern archive;Southern archive;V (four);;;;;;10 x 13 x 7;Damas s.n.;D -;Palais Royal, cour V (four), p.t. 1331;;1331;;;
3080;RS;['25.570'];['25.[570]'];;;;;;;;;;Tablet;Tablet;;;;;;;;;;;29 x 44 x 19;Damas s.n.;;unknown;;;;;
3081;RS;['26.154', '14.128', '25.128'];['25.128', '26.154', '14.128'];14.128+25.128+26.154;;Af021,134|Al,16;Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;SaS;Tablet;Tablet, Logosyllabic Akkadian;Lamaštu;House of the Hurrian Priest;;;SA|(6.24 W)|PH3;;;;;;200 x 180 x 30;DO 6687;D 6687;Région est du tell [ed.pr.], surface, p.t. 277 [inv.];;277|3971 (on pavement)|4262;;0.50|0.30|surf;
3082;RS;['25.456B', '25.129'];['25.129', '25.456B'];25.129+25.456B;;CRAI’63,;Logosyllabic;"Akkadian; Sumerian";Logosyllabic;"Sumerian;Akkadian";s-su-ak;M;Tablet;"Tablet, Logosyllabic Akkadian; Sumerian";Lamaštu;;;;(5.23W);incantation;PRAVDA;Incantation;;;170 x 95 x 40;DO 6688;D 6688;Sud Acropole, Maison aux Textes Magiques, p.t. 5148 ? 0,70;5148;ib.|5148;0,7;0.70;
3083;RS;['25.130'];['25.130'];25.130;;U5,nl64;Logosyllabic;"Akkadian; Sumerian";Logosyllabic;Akkadian;s-ak;Lit;Tablet;"Tablet, Logosyllabic Akkadian; Sumerian";Lamaštu;;;;(5.23W);wisdom;PRAVDA;Literary;wisdom texts, deities;;98 x 87 x 30;DO 6689;D 6689;Sud Acropole, Maison aux Textes Magiques, p.t. 5148 ? 0,55;5148;5148;0,55;0.55;
3084;RS;['25.131'];['25.131'];25.131;;CRAI’63,133;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;Le;Tablet;Tablet, Logosyllabic Akkadian;Lamaštu;;;;(5.23W);;PRAVDA;Letter;deities caused lack of bronze;;70 x 51 x 10;DO 6690;D 6690;Sud Acropole, Maison aux Textes Magiques, p.t. 5137 ? 0,50;5137;5137;0,5;0.50;
3085;RS;['25.132'];['25.132'];25.132;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;(1.25E);;POSSIBLY TRUE;Administrative;land of DN(?);;133 x 92 x 37;DO 6691;D 6691;Sud Acropole, ? l'E de la Maison aux Textes Magiques, p.t. 5045 ? 1,75;5045;5045;1,75;1.75;
3086;RS;['24.661', '25.133'];['25.133', '24.[661]'];25.133;;AS16,31;Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;Sal;Tablet;Tablet, Logosyllabic Akkadian;;;;;(foot of the tell);;;;;;84 x 57 x 28;DO 6692;D 6692;Surface;;;;;
3087;RS;['25.134'];['25.134'];25.134;;CRAI’63,133;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;South Acropolis;;;N of Agp (M23);;PRAVDA;Legal;deities involved;;66 x 58 x 29;DO 6693;D 6693;Sud Acropole, au N de la Maison d'Agap- sharri, p.t. 3898 ? 1,75;3898;3898;1,75;1.75;
3088;RS;['25.135'];['25.135'];25.135;6.61;6.61;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;tag;Label;Label, Alphabetic Ugaritic;South Acropolis;;;;(2.06E);;;;;;35 x 23 x 19;DO 6694;D 6694;Sud Acropole, pr?s extrémité NE, p.t. 3997 ? 1,50;3997;3997;1,5;1.50;
3089;RS;['25.136'];['25.136'];25.136;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;Lamaštu;;;;(4.26W);;;;;;53 x 61 x 21;DO 6695;D 6695;Sud Acropole, Maison aux Textes Magiques, p.t. 5088 ? 0,75;5088;5088;0,75;0.75;
3090;RS;['25.137'];['25.137'];25.137;;CRAI’63,133;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Lamaštu;;;;(4.23W);;;;;;55 x 40 x 25;DO 6696;D 6696;Sud Acropole, Maison aux Textes Magiques, p.t. 5084 ? 0,40;5084;5084;0,4;0.40;
3091;RS;['25.138'];['25.138'];25.138;;A14,40;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;Le;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;(2.33W);;;;;;68 x 57 x 26;DO 6697;D 6697;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 5021 ? 0,9;5021;5021;0,9;0.90;
3092;RS;['25.139'];['25.139'];25.139;4.742;4.742;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;South Acropolis;;;;(3.27W);;;;;;57 x 53 x 29;DO 6698;D 6698;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 5100;;5100;;;
3093;RS;['25.140'];['25.140'];25.140;4.743;4.743;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;South Acropolis;;;E of PH11;;;;;;66 x 36 x 24;DO 6699;D 6690;Sud Acropole, Maison aux Foies, angle NE, p.t. 3921;;3921;;;
3094;RS;['25.142'];['25.142'];25.142;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Seal;Cylinder seal, terra cotta;South Acropolis;;;;(1.31E);;;;;seal;28 x 16 (diam.);DO 6701;D 6701;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 5105 ? 0,25-30;5105;5105;;0.25-0.30;
3095;RS;['25.143'];['25.143'];25.143;4.744;4.744;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E?;Tablet;Tablet, Alphabetic Ugaritic;South Acropolis;;;;(2.39W);;PROBABLY TRUE;administrative;dbh;;48 x 47 x 22;DO 6702;D 6702;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 5013 ? 0,75;5013;5013;0,75;0.75;
3096;RS;['25.144'];['25.144'];25.144;;;Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;Hh 1;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;(3.25W);;;;;;49 x 57 x 23;DO 6703;D 6703;Sud Acropole, ? l'E de la Maison aux Textes Magiques, p.t. 5000 ? 0,50;5000;5000;0,5;0.50;
3097;RS;['25.145'];['25.145'];25.145;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;Lamaštu;;;;(3.25W);;;;;;69 x 32 x 12;DO 6704;D 6704;Sud Acropole, Maison aux Textes Magiques, p.t. 5080;;5080;;0.40;
3098;RS;['25.146'];['25.146'];25.146;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;?;Tablet;Tablet, Logosyllabic Akkadian;Agapsharri’s House;Agapsharri’s House;;;Agp? 9/11;;;;;;31 x 20 x 14;Damas s.n.;;Sud Acropole, Maison d'Agapsharri, p.t. 3972;;3972?;;;
3099;RS;['25.188'];['25.188'];25.188;6.95;;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;seal;Tablet;Tablet, Alphabetic Ugaritic;South Acropolis;South Acropolis;;;E of Agp (N24/25);;;;;+seal inscription;Objet: 40 x 30 x 20 Inscr.: 20 x 5;DO 2946;D 2946;Sud Acropole, ? l'E de la Maison aux Foies, p.t. 4126 ? 1,25;4126;4126;1,25;1.25;
3100;RS;['25.190'];['25.190'];25.190;;;Hieroglyphic;Egyptian;;;;scarab;Scarab;Scarab, Hieroglyphic Egyptian;Royal Palace;Royal Palace;;Central archive;VI;;;;;;16 x 11 x 7;DO 2952;D 2952;Palais Royal, cour VI;;;;;
3101;RS;['25.191'];['25.191'];25.191;;;Hieroglyphic;Egyptian;Hieroglyphs;Egyptian?;h-eg?;scarab;Scaraboid;Scaraboid, Hieroglyphic Egyptian;South Acropolis;South Acropolis;;;SE of PH;;;;;;10 (longueur) 9 (largeur) 4 (épaisseur);DO 2951;D 2951;Sud Acropole, au SE de la Maison aux Foies, p.t. 5020 ? 1,10;5020;5020;1,1;1.10;
3102;RS;['25.192'];['25.192'];25.192;;;Hieroglyphic;Egyptian;Hieroglyphs;Egyptian;h-eg;scarab;Scarab;Scarab, Hieroglyphic Egyptian;South Acropolis;;;;SA,T.;;;;;;15 x 12 x 8;DO 2950;D 2950;Sud Acropole, sarcophage greco-perse;;;;;
3103;RS;['25.250'];['25.250'];25.250;;;Hieroglyphic;Egyptian;Hieroglyphs;Egyptian;h-eg;scarab;Scarab;Scarab, Hieroglyphic Egyptian;South Acropolis;;;;S of Lam;;;;;;15 x 13 x 7;DO 2949;D 2949;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 5085;;5085;;;
3104;RS;['25.254'];['25.254'];;;;;;;;;;Tablet;Tablet;;;;;;;;;;;;;;;;;;;
3105;RS;['25.318'];['25.318'];25.318;6.62;6.62;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;po;Vessel;Vessel, Alphabetic Ugaritic (Rhyton);Agapsharri’s House;Agapsharri’s House;;;Agp10;votive inscription;PRAVDA;;votive object, to ršp gn;;objet: 182 x 110 (diam) Inscr.: 140 x 12;DO 7034;D 7034;Sud Acropole, Maison d'Agapsharri, p.t. 4058 ? 2,00;4058;4058;2;2.00;
3106;RS;['25.415'];['25.415'];26.144+25.415+25.454C+26.137+25.004;;M10,37|MIO,38-49;Logosyllabic;Akkadian;Logosyllabic;"Sumerian;Akkadian";s-su-ak;Hh 16-;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;(7.23W)|(3.29W)|(7.26W);;SET TO FALSE;Lexical;probably no deities;;75 x 85 x 53;DO 6705;D 6705|D 6744|D 6774;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 3978 ? 0,40;3978;3978|4330|4307|ib.;0,4;1.50|0.40;
